reference_probe,variant_probe,run,episode_index,reference_symbol,variant_symbol,reference_family,variant_family,same_symbol,same_family,reference_action,variant_action,same_action,reference_sehen_form_stability,variant_sehen_form_stability,sehen_form_stability_delta,reference_hoeren_energy_tone,variant_hoeren_energy_tone,hoeren_energy_tone_delta,reference_fuehlen_mcm_coherence,variant_fuehlen_mcm_coherence,fuehlen_mcm_coherence_delta,reference_fuehlen_mcm_tension,variant_fuehlen_mcm_tension,fuehlen_mcm_tension_delta,reference_reflection_context_alignment,variant_reflection_context_alignment,reflection_context_alignment_delta,reference_reflection_context_carry,variant_reflection_context_carry,reflection_context_carry_delta,reference_reflection_context_strain,variant_reflection_context_strain,reflection_context_strain_delta,reference_observation_learning_pressure,variant_observation_learning_pressure,observation_learning_pressure_delta,reference_observation_trade_readiness,variant_observation_trade_readiness,observation_trade_readiness_delta,sense_abs_delta_sum,semantic_state,passive_role,passive_only,writes_training_memory,read_by_mini_dio,influences_action,is_gate
25,24,1,17,dio_1lnolaa,dio_1935hyo,dio_1lno,dio_1935,0,0,SHORT,LONG,0,1.0,1.0,0.0,0.069474,0.076474,0.007,0.980547,0.978587,-0.00196,0.432452,0.381603,-0.050849,0.724599,0.73047,0.005871,0.137539,0.138541,0.001002,0.296287,0.291659,-0.004628,0.639168,0.626292,-0.012876,0.0,0.0,0.0,0.084186,neues_praebewusstes_muster,richtungskonflikt_als_beobachtung,1,0,0,0,0
25,24,2,0,dio_0x52rrz,dio_1jgc1dz,dio_0x52,dio_1jgc,0,0,SHORT,SHORT,1,1.0,1.0,0.0,0.070582,0.043071,-0.027511,0.980237,0.98794,0.007703,0.083062,0.071491,-0.011571,0.765528,0.765193,-0.000335,0.144477,0.145524,0.001047,0.264272,0.263032,-0.00124,0.538898,0.541392,0.002494,0.00741,0.007444,3.4e-05,0.051935,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,24,2,1,dio_1ull2yv,dio_1kg8sgl,dio_1ull,dio_1kg8,0,0,SHORT,SHORT,1,-1.0,-1.0,0.0,0.10837,0.037849,-0.070521,-0.230344,-0.210598,0.019746,0.104005,0.062609,-0.041396,0.876128,0.875821,-0.000307,0.067871,0.071149,0.003278,0.283727,0.279401,-0.004326,0.215145,0.221239,0.006094,0.002958,0.003042,8.4e-05,0.145752,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,24,2,2,dio_15gsl67,dio_14c1zmg,dio_15gs,dio_14c1,0,0,SHORT,SHORT,1,-0.333333,-0.333333,0.0,0.41146,0.318116,-0.093344,0.084791,0.110927,0.026136,0.378533,0.329346,-0.049187,0.829888,0.830225,0.000337,0.076665,0.080259,0.003594,0.305372,0.300307,-0.005065,0.318623,0.323517,0.004894,0.004381,0.004448,6.7e-05,0.182624,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,24,2,3,dio_05k373k,dio_1et38m3,dio_05k3,dio_1et3,0,0,LONG,LONG,1,0.0,0.0,0.0,0.391782,0.331505,-0.060277,0.290301,0.307179,0.016878,0.473297,0.443269,-0.030028,0.798544,0.796718,-0.001826,0.090655,0.091477,0.000822,0.310297,0.307556,-0.002741,0.410145,0.412264,0.002119,0.005639,0.005669,3e-05,0.114721,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,24,2,4,dio_0fvj36m,dio_1k1ohfp,dio_0fvj,dio_1k1o,0,0,LONG,LONG,1,1.0,1.0,0.0,0.026153,0.028548,0.002395,0.992677,0.992007,-0.00067,0.366009,0.356286,-0.009723,0.728574,0.729176,0.000602,0.140855,0.141279,0.000424,0.289585,0.288648,-0.000937,0.623258,0.622549,-0.000709,0.00857,0.00856,-1e-05,0.01547,feine_signaturverschiebung,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,24,2,5,dio_1aqjtv9,dio_0p558sp,dio_1aqj,dio_0p55,0,0,LONG,LONG,1,0.0,0.0,0.0,0.019383,-0.015496,-0.034879,0.394573,0.395661,0.001088,0.33943,0.349301,0.009871,0.799866,0.79592,-0.003946,0.098069,0.099146,0.001077,0.297101,0.297715,0.000614,0.41372,0.42535,0.01163,0.005689,0.005849,0.00016,0.063265,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,24,2,6,dio_04kxp8v,dio_0nwm8wp,dio_04kx,dio_0nwm,0,0,LONG,LONG,1,-1.0,-1.0,0.0,-0.043626,-0.061645,-0.018019,-0.212215,-0.217261,-0.005046,0.145314,0.129572,-0.015742,0.872885,0.876486,0.003601,0.066457,0.065938,-0.000519,0.287659,0.286404,-0.001255,0.222222,0.211885,-0.010337,0.001484,0.001836,0.000352,0.054871,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,24,2,7,dio_1bwys3u,dio_0jhl21k,dio_1bwy,dio_0jhl,0,0,SHORT,SHORT,1,0.0,0.0,0.0,-0.003998,0.000615,0.004613,0.39888,0.399828,0.000948,0.272701,0.257227,-0.015474,0.791137,0.794751,0.003614,0.106854,0.106345,-0.000509,0.289344,0.28812,-0.001224,0.450861,0.441004,-0.009857,0.006199,0.006064,-0.000135,0.036374,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,24,2,8,dio_19mpp0p,dio_0kjneap,dio_19mp,dio_0kjn,0,0,SHORT,SHORT,1,0.0,0.0,0.0,-0.103193,-0.039818,0.063375,0.371106,0.388851,0.017745,0.397911,0.341012,-0.056899,0.791756,0.794251,0.002495,0.097341,0.100452,0.003111,0.302314,0.296692,-0.005622,0.433069,0.431997,-0.001072,0.005955,0.00594,-1.5e-05,0.150334,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,24,2,9,dio_1hs5sz6,dio_0wvpras,dio_1hs5,dio_0wvp,0,0,LONG,LONG,1,-1.0,-1.0,0.0,0.076494,0.087736,0.011242,-0.221418,-0.224566,-0.003148,0.197379,0.202775,0.005396,0.870071,0.869901,-0.00017,0.06395,0.063615,-0.000335,0.292683,0.293223,0.00054,0.22284,0.222746,-9.4e-05,0.003064,0.003063,-1e-06,0.020926,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,24,2,10,dio_1xfw0oi,dio_12dnns3,dio_1xfw,dio_12dn,0,0,LONG,LONG,1,0.0,0.0,0.0,0.101606,0.108375,0.006769,0.37155,0.369655,-0.001895,0.25108,0.244702,-0.006378,0.805116,0.806367,0.001251,0.101875,0.101754,-0.000121,0.28862,0.288097,-0.000523,0.408177,0.404924,-0.003253,0.005612,0.005568,-4.4e-05,0.020234,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,24,2,11,dio_0qymuz6,dio_0doc5y3,dio_0qym,dio_0doc,0,0,LONG,LONG,1,0.0,0.0,0.0,-0.378987,-0.316093,0.062894,0.293884,0.311494,0.01761,0.319175,0.309094,-0.010081,0.827303,0.824467,-0.002836,0.086359,0.088501,0.002142,0.297992,0.296639,-0.001353,0.327778,0.338133,0.010355,0.004507,0.004649,0.000142,0.107413,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,24,2,12,dio_1noq62o,dio_0brcrfd,dio_1noq,dio_0brc,0,0,LONG,LONG,1,-1.0,-1.0,0.0,-0.213477,-0.202189,0.011288,-0.259774,-0.256613,0.003161,0.170628,0.175732,0.005104,0.869575,0.867338,-0.002237,0.065802,0.066472,0.00067,0.289953,0.29024,0.000287,0.228409,0.235045,0.006636,0.003141,0.003232,9.1e-05,0.029474,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,24,2,13,dio_1ektc46,dio_1ektc46,dio_1ekt,dio_1ekt,1,1,LONG,LONG,1,0.0,0.0,0.0,-0.118815,-0.127435,-0.00862,0.366732,0.364318,-0.002414,0.262296,0.284844,0.022548,0.799474,0.797198,-0.002276,0.103574,0.102959,-0.000615,0.28921,0.291298,0.002088,0.425268,0.429848,0.00458,0.005847,0.00591,6.3e-05,0.043204,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,24,2,14,dio_067m4e4,dio_0td9jnp,dio_067m,dio_0td9,0,0,LONG,LONG,1,1.0,1.0,0.0,0.328103,0.203751,-0.124352,0.908131,0.94295,0.034819,0.568802,0.493543,-0.075259,0.720434,0.720017,-0.000417,0.12925,0.135137,0.005887,0.309763,0.301915,-0.007848,0.624849,0.635478,0.010629,0.008592,0.008738,0.000146,0.259357,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,24,2,15,dio_1215ovx,dio_13p1iot,dio_1215,dio_13p1,0,0,LONG,LONG,1,1.0,1.0,0.0,0.383958,0.287759,-0.096199,0.892492,0.919427,0.026935,0.465623,0.391435,-0.074188,0.738474,0.741419,0.002945,0.128427,0.132656,0.004229,0.301009,0.293632,-0.007377,0.579292,0.578869,-0.000423,0.007965,0.007959,-6e-06,0.212302,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,24,2,16,dio_1mrsgr3,dio_11ex1jn,dio_1mrs,dio_11ex,0,0,LONG,LONG,1,1.0,1.0,0.0,0.209484,0.161891,-0.047593,0.941344,0.954671,0.013327,0.425898,0.371072,-0.054826,0.728918,0.733056,0.004138,0.13599,0.138179,0.002189,0.295856,0.290616,-0.00524,0.615093,0.608442,-0.006651,0.008458,0.008366,-9.2e-05,0.134056,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,24,2,17,dio_1lnolaa,dio_1935hyo,dio_1lno,dio_1935,0,0,SHORT,LONG,0,1.0,1.0,0.0,0.069474,0.076474,0.007,0.980547,0.978587,-0.00196,0.432452,0.381603,-0.050849,0.721177,0.72837,0.007193,0.139344,0.139636,0.000292,0.295624,0.291275,-0.004349,0.639168,0.626292,-0.012876,0.008789,0.005367,-0.003422,0.087941,neues_praebewusstes_muster,richtungskonflikt_als_beobachtung,1,0,0,0,0
25,26,1,0,dio_0x52rrz,dio_1rv13no,dio_0x52,dio_1rv1,0,0,SHORT,SHORT,1,1.0,1.0,0.0,0.070582,0.060862,-0.00972,0.980237,0.982959,0.002722,0.083062,0.083083,2.1e-05,0.768418,0.76802,-0.000398,0.142959,0.143158,0.000199,0.264821,0.264777,-4.4e-05,0.538898,0.540187,0.001289,0.0,0.0,0.0,0.014393,feine_signaturverschiebung,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,1,1,dio_1ull2yv,dio_1ull2yv,dio_1ull,dio_1ull,1,1,SHORT,SHORT,1,-1.0,-1.0,0.0,0.10837,0.120959,0.012589,-0.230344,-0.233868,-0.003524,0.104005,0.104622,0.000617,0.877293,0.878024,0.000731,0.067273,0.066872,-0.000401,0.283924,0.284065,0.000141,0.215145,0.212676,-0.002469,0.0,0.0,0.0,0.020472,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,26,1,2,dio_15gsl67,dio_14c1zmg,dio_15gs,dio_14c1,0,0,SHORT,SHORT,1,-0.333333,-0.333333,0.0,0.41146,0.365332,-0.046128,0.084791,0.097707,0.012916,0.378533,0.356234,-0.022299,0.831613,0.831656,4.3e-05,0.075778,0.077461,0.001683,0.305665,0.303362,-0.002303,0.318623,0.321225,0.002602,0.0,0.0,0.0,0.087974,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,26,1,3,dio_05k373k,dio_05k373k,dio_05k3,dio_05k3,1,1,LONG,LONG,1,0.0,0.0,0.0,0.391782,0.393728,0.001946,0.290301,0.289756,-0.000545,0.473297,0.470591,-0.002706,0.80091,0.801332,0.000422,0.08959,0.089401,-0.000189,0.310696,0.310506,-0.00019,0.410145,0.408467,-0.001678,0.0,0.0,0.0,0.007676,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,26,1,4,dio_0fvj36m,dio_1tszbgb,dio_0fvj,dio_1tsz,0,0,LONG,LONG,1,1.0,1.0,0.0,0.026153,0.025084,-0.001069,0.992677,0.992977,0.0003,0.366009,0.362566,-0.003443,0.731928,0.732212,0.000284,0.139106,0.13923,0.000124,0.290198,0.289871,-0.000327,0.623258,0.62276,-0.000498,0.0,0.0,0.0,0.006045,feine_signaturverschiebung,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,1,5,dio_1aqjtv9,dio_1jbaunv,dio_1aqj,dio_1jba,0,0,LONG,LONG,1,0.0,0.0,0.0,0.019383,0.026012,0.006629,0.394573,0.392717,-0.001856,0.33943,0.344782,0.005352,0.802088,0.800684,-0.001404,0.096906,0.097138,0.000232,0.297515,0.297928,0.000413,0.41372,0.417723,0.004003,0.0,0.0,0.0,0.019889,feine_signaturverschiebung,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,1,6,dio_04kxp8v,dio_0ic5er6,dio_04kx,dio_0ic5,0,0,LONG,SHORT,0,-1.0,-1.0,0.0,-0.043626,-0.034092,0.009534,-0.212215,-0.209546,0.002669,0.145314,0.128454,-0.01686,0.873472,0.875119,0.001647,0.066158,0.066651,0.000493,0.287752,0.286182,-0.00157,0.222222,0.218907,-0.003315,0.0,0.0,0.0,0.036088,neues_praebewusstes_muster,richtungskonflikt_als_beobachtung,1,0,0,0,0
25,26,1,7,dio_1bwys3u,dio_0s84lnj,dio_1bwy,dio_0s84,0,0,SHORT,SHORT,1,0.0,0.0,0.0,-0.003998,-0.014832,-0.010834,0.39888,0.395847,-0.003033,0.272701,0.262513,-0.010188,0.793552,0.795753,0.002201,0.105582,0.105301,-0.000281,0.289809,0.288988,-0.000821,0.450861,0.4449,-0.005961,0.0,0.0,0.0,0.033319,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,1,8,dio_19mpp0p,dio_19mpp0p,dio_19mp,dio_19mp,1,1,SHORT,SHORT,1,0.0,0.0,0.0,-0.103193,-0.09978,0.003413,0.371106,0.372062,0.000956,0.397911,0.376867,-0.021044,0.794075,0.795486,0.001411,0.096118,0.097006,0.000888,0.302761,0.30074,-0.002021,0.433069,0.431111,-0.001958,0.0,0.0,0.0,0.031691,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,26,1,9,dio_1hs5sz6,dio_1hs5sz6,dio_1hs5,dio_1hs5,1,1,LONG,LONG,1,-1.0,-1.0,0.0,0.076494,0.071732,-0.004762,-0.221418,-0.220085,0.001333,0.197379,0.194834,-0.002545,0.871281,0.871524,0.000243,0.063332,0.063416,8.4e-05,0.292881,0.292642,-0.000239,0.22284,0.222348,-0.000492,0.0,0.0,0.0,0.009698,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,26,1,10,dio_1xfw0oi,dio_12dnns3,dio_1xfw,dio_12dn,0,0,LONG,LONG,1,0.0,0.0,0.0,0.101606,0.110496,0.00889,0.37155,0.369061,-0.002489,0.25108,0.254875,0.003795,0.807312,0.807412,0.0001,0.100729,0.100392,-0.000337,0.289021,0.289424,0.000403,0.408177,0.407381,-0.000796,0.0,0.0,0.0,0.01681,feine_signaturverschiebung,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,1,11,dio_0qymuz6,dio_1r1gnnh,dio_0qym,dio_1r1g,0,0,LONG,LONG,1,0.0,0.0,0.0,-0.378987,-0.360021,0.018966,0.293884,0.299194,0.00531,0.319175,0.325209,0.006034,0.829067,0.827097,-0.00197,0.085439,0.085933,0.000494,0.298314,0.298727,0.000413,0.327778,0.333483,0.005705,0.0,0.0,0.0,0.038892,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,1,12,dio_1noq62o,dio_1ff06cr,dio_1noq,dio_1ff0,0,0,LONG,LONG,1,-1.0,-1.0,0.0,-0.213477,-0.202039,0.011438,-0.259774,-0.256571,0.003203,0.170628,0.176888,0.00626,0.87081,0.869214,-0.001596,0.065165,0.065458,0.000293,0.290166,0.290643,0.000477,0.228409,0.232866,0.004457,0.0,0.0,0.0,0.027724,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,1,13,dio_1ektc46,dio_1ektc46,dio_1ekt,dio_1ekt,1,1,LONG,LONG,1,0.0,0.0,0.0,-0.118815,-0.101913,0.016902,0.366732,0.371464,0.004732,0.262296,0.272932,0.010636,0.801762,0.799813,-0.001949,0.102381,0.102529,0.000148,0.289629,0.290517,0.000888,0.425268,0.430306,0.005038,0.0,0.0,0.0,0.040293,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,26,1,14,dio_067m4e4,dio_17aodmp,dio_067m,dio_17ao,0,0,LONG,LONG,1,1.0,1.0,0.0,0.328103,0.26619,-0.061913,0.908131,0.925467,0.017336,0.568802,0.532792,-0.03601,0.723796,0.72271,-0.001086,0.127496,0.130715,0.003219,0.310378,0.306535,-0.003843,0.624849,0.63297,0.008121,0.0,0.0,0.0,0.131528,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,26,1,15,dio_1215ovx,dio_1t1wbqf,dio_1215,dio_1t1w,0,0,LONG,LONG,1,1.0,1.0,0.0,0.383958,0.354057,-0.029901,0.892492,0.900864,0.008372,0.465623,0.433783,-0.03184,0.741591,0.74327,0.001679,0.126802,0.128404,0.001602,0.301579,0.298462,-0.003117,0.579292,0.577762,-0.00153,0.0,0.0,0.0,0.078041,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,1,16,dio_1mrsgr3,dio_1nvu10y,dio_1mrs,dio_1nvu,0,0,LONG,LONG,1,1.0,1.0,0.0,0.209484,0.198965,-0.010519,0.941344,0.94429,0.002946,0.425898,0.407508,-0.01839,0.732228,0.734458,0.00223,0.134264,0.134608,0.000344,0.296462,0.29479,-0.001672,0.615093,0.610033,-0.00506,0.0,0.0,0.0,0.041161,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,1,17,dio_1lnolaa,dio_1ldozlb,dio_1lno,dio_1ldo,0,0,SHORT,SHORT,1,1.0,1.0,0.0,0.069474,0.079991,0.010517,0.980547,0.977603,-0.002944,0.432452,0.413982,-0.01847,0.724599,0.726742,0.002143,0.137539,0.13788,0.000341,0.296287,0.294612,-0.001675,0.639168,0.634482,-0.004686,0.0,0.0,0.0,0.040776,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,2,0,dio_0x52rrz,dio_1rv13no,dio_0x52,dio_1rv1,0,0,SHORT,SHORT,1,1.0,1.0,0.0,0.070582,0.060862,-0.00972,0.980237,0.982959,0.002722,0.083062,0.083083,2.1e-05,0.765528,0.765123,-0.000405,0.144477,0.14468,0.000203,0.264272,0.264227,-4.5e-05,0.538898,0.540187,0.001289,0.00741,0.007428,1.8e-05,0.014423,feine_signaturverschiebung,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,2,1,dio_1ull2yv,dio_1ull2yv,dio_1ull,dio_1ull,1,1,SHORT,SHORT,1,-1.0,-1.0,0.0,0.10837,0.120959,0.012589,-0.230344,-0.233868,-0.003524,0.104005,0.104622,0.000617,0.876128,0.876871,0.000743,0.067871,0.067463,-0.000408,0.283727,0.283874,0.000147,0.215145,0.212676,-0.002469,0.002958,0.002924,-3.4e-05,0.020531,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,26,2,2,dio_15gsl67,dio_14c1zmg,dio_15gs,dio_14c1,0,0,SHORT,SHORT,1,-0.333333,-0.333333,0.0,0.41146,0.365332,-0.046128,0.084791,0.097707,0.012916,0.378533,0.356234,-0.022299,0.829888,0.829917,2.9e-05,0.076665,0.078355,0.00169,0.305372,0.303067,-0.002305,0.318623,0.321225,0.002602,0.004381,0.004417,3.6e-05,0.088005,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,26,2,3,dio_05k373k,dio_05k373k,dio_05k3,dio_05k3,1,1,LONG,LONG,1,0.0,0.0,0.0,0.391782,0.393728,0.001946,0.290301,0.289756,-0.000545,0.473297,0.470591,-0.002706,0.798544,0.798975,0.000431,0.090655,0.090461,-0.000194,0.310297,0.310108,-0.000189,0.410145,0.408467,-0.001678,0.005639,0.005616,-2.3e-05,0.007712,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,26,2,4,dio_0fvj36m,dio_1tszbgb,dio_0fvj,dio_1tsz,0,0,LONG,LONG,1,1.0,1.0,0.0,0.026153,0.025084,-0.001069,0.992677,0.992977,0.0003,0.366009,0.362566,-0.003443,0.728574,0.728861,0.000287,0.140855,0.140977,0.000122,0.289585,0.289259,-0.000326,0.623258,0.62276,-0.000498,0.00857,0.008563,-7e-06,0.006052,feine_signaturverschiebung,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,2,5,dio_1aqjtv9,dio_1jbaunv,dio_1aqj,dio_1jba,0,0,LONG,LONG,1,0.0,0.0,0.0,0.019383,0.026012,0.006629,0.394573,0.392717,-0.001856,0.33943,0.344782,0.005352,0.799866,0.798441,-0.001425,0.098069,0.098313,0.000244,0.297101,0.297508,0.000407,0.41372,0.417723,0.004003,0.005689,0.005744,5.5e-05,0.019971,feine_signaturverschiebung,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,2,6,dio_04kxp8v,dio_0ic5er6,dio_04kx,dio_0ic5,0,0,LONG,SHORT,0,-1.0,-1.0,0.0,-0.043626,-0.034092,0.009534,-0.212215,-0.209546,0.002669,0.145314,0.128454,-0.01686,0.872885,0.873938,0.001053,0.066457,0.067263,0.000806,0.287659,0.285973,-0.001686,0.222222,0.218907,-0.003315,0.001484,0.00301,0.001526,0.037449,neues_praebewusstes_muster,richtungskonflikt_als_beobachtung,1,0,0,0,0
25,26,2,7,dio_1bwys3u,dio_0s84lnj,dio_1bwy,dio_0s84,0,0,SHORT,SHORT,1,0.0,0.0,0.0,-0.003998,-0.014832,-0.010834,0.39888,0.395847,-0.003033,0.272701,0.262513,-0.010188,0.791137,0.79337,0.002233,0.106854,0.106557,-0.000297,0.289344,0.28853,-0.000814,0.450861,0.4449,-0.005961,0.006199,0.006117,-8.2e-05,0.033442,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,2,8,dio_19mpp0p,dio_19mpp0p,dio_19mp,dio_19mp,1,1,SHORT,SHORT,1,0.0,0.0,0.0,-0.103193,-0.09978,0.003413,0.371106,0.372062,0.000956,0.397911,0.376867,-0.021044,0.791756,0.793177,0.001421,0.097341,0.098222,0.000881,0.302314,0.300295,-0.002019,0.433069,0.431111,-0.001958,0.005955,0.005928,-2.7e-05,0.031719,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,26,2,9,dio_1hs5sz6,dio_1hs5sz6,dio_1hs5,dio_1hs5,1,1,LONG,LONG,1,-1.0,-1.0,0.0,0.076494,0.071732,-0.004762,-0.221418,-0.220085,0.001333,0.197379,0.194834,-0.002545,0.870071,0.870317,0.000246,0.06395,0.064033,8.3e-05,0.292683,0.292444,-0.000239,0.22284,0.222348,-0.000492,0.003064,0.003057,-7e-06,0.009707,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,26,2,10,dio_1xfw0oi,dio_12dnns3,dio_1xfw,dio_12dn,0,0,LONG,LONG,1,0.0,0.0,0.0,0.101606,0.110496,0.00889,0.37155,0.369061,-0.002489,0.25108,0.254875,0.003795,0.805116,0.80522,0.000104,0.101875,0.101535,-0.00034,0.28862,0.289024,0.000404,0.408177,0.407381,-0.000796,0.005612,0.005601,-1.1e-05,0.016829,feine_signaturverschiebung,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,2,11,dio_0qymuz6,dio_1r1gnnh,dio_0qym,dio_1r1g,0,0,LONG,LONG,1,0.0,0.0,0.0,-0.378987,-0.360021,0.018966,0.293884,0.299194,0.00531,0.319175,0.325209,0.006034,0.827303,0.825303,-0.002,0.086359,0.086869,0.00051,0.297992,0.298399,0.000407,0.327778,0.333483,0.005705,0.004507,0.004585,7.8e-05,0.03901,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,2,12,dio_1noq62o,dio_1ff06cr,dio_1noq,dio_1ff0,0,0,LONG,LONG,1,-1.0,-1.0,0.0,-0.213477,-0.202039,0.011438,-0.259774,-0.256571,0.003203,0.170628,0.176888,0.00626,0.869575,0.867956,-0.001619,0.065802,0.066108,0.000306,0.289953,0.290424,0.000471,0.228409,0.232866,0.004457,0.003141,0.003202,6.1e-05,0.027815,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,2,13,dio_1ektc46,dio_1ektc46,dio_1ekt,dio_1ekt,1,1,LONG,LONG,1,0.0,0.0,0.0,-0.118815,-0.101913,0.016902,0.366732,0.371464,0.004732,0.262296,0.272932,0.010636,0.799474,0.797498,-0.001976,0.103574,0.103736,0.000162,0.28921,0.290093,0.000883,0.425268,0.430306,0.005038,0.005847,0.005917,7e-05,0.040399,wiedererkennung_stabil,stabiler_form_feld_kern,1,0,0,0,0
25,26,2,14,dio_067m4e4,dio_17aodmp,dio_067m,dio_17ao,0,0,LONG,LONG,1,1.0,1.0,0.0,0.328103,0.26619,-0.061913,0.908131,0.925467,0.017336,0.568802,0.532792,-0.03601,0.720434,0.719305,-0.001129,0.12925,0.132491,0.003241,0.309763,0.305913,-0.00385,0.624849,0.63297,0.008121,0.008592,0.008703,0.000111,0.131711,ferne_verwandtschaft_gleicher_richtung,ferne_verwandtschaft_mit_gleicher_richtung,1,0,0,0,0
25,26,2,15,dio_1215ovx,dio_1t1wbqf,dio_1215,dio_1t1w,0,0,LONG,LONG,1,1.0,1.0,0.0,0.383958,0.354057,-0.029901,0.892492,0.900864,0.008372,0.465623,0.433783,-0.03184,0.738474,0.740161,0.001687,0.128427,0.130025,0.001598,0.301009,0.297894,-0.003115,0.579292,0.577762,-0.00153,0.007965,0.007944,-2.1e-05,0.078064,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
25,26,2,16,dio_1mrsgr3,dio_1nvu10y,dio_1mrs,dio_1nvu,0,0,LONG,LONG,1,1.0,1.0,0.0,0.209484,0.198965,-0.010519,0.941344,0.94429,0.002946,0.425898,0.407508,-0.01839,0.728918,0.731176,0.002258,0.13599,0.13632,0.00033,0.295856,0.29419,-0.001666,0.615093,0.610033,-0.00506,0.008458,0.008388,-7e-05,0.041239,signaturvariante_gleicher_sinnnaehe,verwandte_signatur_mit_gleicher_richtung,1,0,0,0,0
