family,family_count,strongest_action_trace,reflection_map_states,timeline_state,current_seen_count,current_executed_count,current_observed_potential_count,current_held_pressure_count,current_reward_sum,current_best_reward_sum,current_actions,current_states,last_run,last_tick,timeline,stored_passive_sentence,timeline_passive_sentence,cortex_sentence
dio_1m5f,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1m5f: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1m5f: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1mc3,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1mc3: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1mc3: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1mic,1,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1mic: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1mic: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1ml8,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1ml8: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1ml8: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1mml,9,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1mml: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1mml: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1mx6,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1mx6: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1mx6: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1nky,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1nky: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1nky: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1nlc,5,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1nlc: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1nlc: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1nnb,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1nnb: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1nnb: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1og7,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1og7: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1og7: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1on4,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1on4: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1on4: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1p8p,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1p8p: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1p8p: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1pgm,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1pgm: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1pgm: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1pyo,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1pyo: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1pyo: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1qcm,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1qcm: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1qcm: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1qxd,3,WAIT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1qxd: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Spur bleibt Beobachtung/Warten.,,"dio_1qxd: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1qyj,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1qyj: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1qyj: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1r0b,6,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1r0b: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1r0b: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1r0h,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1r0h: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1r0h: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1r42,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1r42: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1r42: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1rka,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1rka: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1rka: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1rsi,1,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1rsi: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1rsi: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1sgx,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1sgx: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1sgx: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1stf,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1stf: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1stf: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1sxo,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1sxo: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1sxo: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1tg9,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1tg9: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1tg9: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1tik,12,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1tik: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1tik: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1tki,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1tki: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1tki: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1tmf,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1tmf: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1tmf: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1tqx,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1tqx: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1tqx: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1tsz,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1tsz: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1tsz: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1tzc,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1tzc: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1tzc: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1uez,3,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1uez: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1uez: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1uv4,1,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1uv4: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1uv4: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1uyk,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1uyk: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1uyk: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1v23,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1v23: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1v23: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1vb3,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1vb3: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1vb3: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1vm7,5,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1vm7: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1vm7: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1vp3,5,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1vp3: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1vp3: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1vpi,4,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1vpi: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1vpi: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1wie,5,SHORT,reflection_memory_quiet:2,quiet_only,0,0,0,0,0.0,0.0,-,-,,,probe16:reflection_memory_quiet -> probe17:reflection_memory_quiet,dio_1wie: wurde still wiedergefunden; die bisher staerkste Handlungsspur liegt bei SHORT.,"dio_1wie: ist bekannt, blieb in der gelesenen Welt aber still.","dio_1wie: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1wwt,4,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1wwt: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1wwt: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1xdw,2,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1xdw: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1xdw: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1xfl,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1xfl: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1xfl: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1xmg,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1xmg: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1xmg: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1y2t,8,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1y2t: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1y2t: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1y8o,2,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1y8o: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1y8o: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1yeo,3,SHORT,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1yeo: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei SHORT.,,"dio_1yeo: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
dio_1ytj,7,LONG,-,-,0,0,0,0,0.0,0.0,-,-,,,-,dio_1ytj: hat aktive oder beobachtete Erfahrung ohne passive Reflexionskarte; die bisher staerkste Handlungsspur liegt bei LONG.,,"dio_1ytj: gespeicherte Akte vorhanden, in dieser Debug-Welt nicht gesehen."
